89384 4
467852542 600225927 472080616
158705076 111719293 18230018
198482030 159759764 523138709
911070394 18784125 139878539
49045743 338412566 809871896
125328203 596722918 598217144
248469008 463746793 692924416
134078717 706411298 428410787
642914450 491112766 255430198
872263837 949474096 37440689
325006115 274071063 33122213
289241759 144817432 500974754
449001522 520472492 659679830
320301999 512867382 858161859
658714564 175255630 621748604
107953833 773472773 670794346
571700626 318913541 648638901
278111923 747324327 897107908
621741040 2754524 883702976
423731487 892711564 379133777
697802549 925833776 103913965
695136332 426808530 428920079
215608823 939004711 718161838
728476205 649682921 19679711
903731834 123947877 192498061
529720958 794742222 851212624
701150850 295897474 959166457
300991528 45521733 383383434
156262404 781741060 661495356
48973967 13391188 135752747
974807743 117305152 559484234
254132624 398741583 109803134
45653686 116903420 804939466
695336606 989099482 20548288
819284482 181597543 601540844
466543056 885326518 357789029
762440529 697009326 740026339
660478614 80392759 441177188
442219673 594404466 742168716
455610861 730157213 898431119
425432364 289641446 799921437
824173946 399444579 627245531
793593717 56900396 881378154
782693199 77448684 927031839
816807093 531505879 474884797
702133610 741811260 294169278
251659288 481837598 760712333
332052046 775531137 375669214
926456512 370216204 36147827
509130076 121163674 330883851
798771521 921085111 639011063
50732451 548330641 64443427
107632847 282225147 888617372
37597882 61773337 534727441
421620112 536658133 169936991
163431371 683343763 986744083
497785320 296572447 541394044
273316457 672241660 793053331
643532660 560905838 125105377
764696334 744306041 904078240
538297796 383317103 265724667
86628436 300276881 64496187
221369934 41410605 967744989
135659623 576138045 75377835
672317755 746075035 965492068
208177869 732819117 387112180
504750316 126729512 403059902
29508327 919782843 900845222
590414165 897404571 26678030
187236557 653999162 670210689
570553659 919723828 287423374
870830540 836736366 825721169
912241144 804481354 764865957
340895540 732375541 838752242
86970574 550383960 974411864
672306042 937496139 499245971
799035553 193072393 707423839
718818395 93917614 212174154
468739317 120595643 241682481
122738478 643322683 684612997
42462305 930746057 871849553
731715022 608983577 294919563
388712728 226365885 18266454
121088268 65118127 930507597
523988579 892046342 123919488
314001070 391292312 210890061
507073462 98716151 883196102
600991075 163406656 534748007
574103069 257605488 106082753
217425751 942218484 574822070
688159 814068036 697560547
462188088 108987599 592539204
688553972 127254052 176770577
606188450 910278001 565483304
350751144 34197488 539087923
742043455 97603901 63076502
693275957 833316354 377077571
709198965 368064360 884151032
966804452 474147113 337658458
909022936 48969182 911761526
575607323 599046080 981703628
537111273 44101635 982391787
516881677 220872212 297096226
279676029 786355515 985650197
166389868 177959790 444354999
116510120 241036291 795106142
949826474 470630213 389665948
170407185 207297596 935458257
644554297 544956053 644657221
546039830 309233930 463978024
997602262 143453909 225517311
41703896 125845695 801124634
115092459 275458272 190752258
753964326 113624821 560150286
931924115 557979819 839826314
25476757 205602312 858732534
496106969 447784611 975242653
703404564 383242867 925069126
100876968 880416439 95476311
410110897 344394463 592546959
553564805 569911773 991103141
531926852 223552758 988705402
807385123 266821368 882925649
921009943 826971653 850534460
331506113 519314319 604498785
389624776 378046852 388939251
837409387 205805856 414416007
73168605 130874982 910522975
953585044 78867644 613927538
150495858 523930954 714804505
720407630 367550446 977431753
796476740 208772199 383512909
63298107 91697848 915439760
890269759 794748659 575341235
262100429 251763795 348867529
640147280 640703045 532889994
845953136 55119051 922514769
829344469 965642025 759924155
760728464 432085914 833092760
137175769 999406770 639194155
504726215 976838522 789690012
713498413 212867782 362613993
657712612 128307542 159090732
304977622 556165128 74905190
556741416 757549008 965174949
197444460 290439001 79791729
105079862 65470122 719939009
70721886 825394276 418408496
355324151 511003387 100269316
207247272 2713893 713514131
36602145 792403904 850689899
249469927 155017897 207932465
230293820 166624980 773947230
786458947 241530170 284176193
396524306 59221470 589153815
686963307 139013198 145895230
752433428 858952206 195856042
430344055 129877053 300935903
793863794 82662720 224174141
796577686 796176850 579498291
588981590 499383101 786745563
596515838 707315565 823347707
763140817 333779146 72817633
4670986 617955339 155627804
63892455 207109153 942086750
202905653 205520734 191127408
914374210 401376775 878090714
44251263 702312678 483040493
126913982 926486818 765900899
775607184 358501460 559764692
274990284 145247022 208858730
834822200 821111081 797840319
168601346 746445065 246872508
786556684 902072869 10013324
846182188 696675970 14684310
51702921 887803377 931093116
453079696 618410442 133998768
7908725 953967286 900889330
934395542 719868185 797656944
292897001 132149228 777087277
290660375 341007957 552694460
964287807 991364627 680201095
563249223 238237134 515023295
317838443 100766810 536140992
14514413 115451119 175214027
754834141 899060586 21396214
225760935 885575706 73099134
32244572 786465035 378695181
752112756 436638330 386603905
736778336 213725606 173515798
77786292 618936418 466412799
921667271 299137512 609589525
12420756 666677158 573877331
113187565 202818149 137126553
81155035 378032175 307481348
980215621 251944740 174512112
865791326 177560226 929346252
504772712 556255406 7623538
941411041 795375663 39868110
7652998 968891460 644497217
626589415 287820610 381275552
778243279 897410134 311578196
444920436 323803816 85761818
500254937 313446721 98182573
878287111 620928068 211370138
130231851 795440179 292525172
160308428 577302782 272740792
716563833 584926320 991048469
364455847 477310781 348337532
333347307 121807997 142264924
621167916 355599901 149917922
371094402 667178096 629023688
694898217 752939913 407266966
8344937 851122485 704703754
629273004 62492622 204958690
277229534 207534146 935762152
854532316 480274937 918510354
291974987 323839758 78818781
769285767 672177289 647898966
891093763 814442213 12354812
99210015 964360134 198218470
766388110 445900173 819386386
371844374 853167139 42997139
75483211 410387244 737895355
990492184 615345933 746240292
198026329 403624436 228029647
530817618 322134790 505259181
854657375 253469922 212307848
526834663 901368887 504282834
193793227 913723699 273568600
10669712 111942168 17178714
456569885 783844905 116388729
162253375 826842043 735293190
572640618 417253750 107137564
40502902 16010393 35137126
444127337 244040039 25629309
766262126 601815571 76171990
19732048 814123418 606989607
773617286 318406251 314163333
539857336 444491202 840997995
504315856 461669916 34791222
140677112 430574996 45460933
967519155 165868185 354547169
237289256 125522100 516800543
253299648 13175577 89441160
497339686 38804886 129944061
99155257 967493227 574071398
765795026 426999185 192849875
84201277 741162517 65098274
381208830 434676863 838715560
842878745 321984436 231089247
125970092 219961721 735405102
291838277 574508889 876082214
269876728 91309432 696117720
283052305 33266943 933406975
174373542 163211004 186706622
141866768 589798753 536562659
568865952 782648627 488234267
162544820 700263253 254029293
597221682 391495164 190746921
919206118 622584410 571955750
139167838 357989512 267350847
713676726 86588077 393320938
657502509 782705796 537675566
690769452 716112770 807552294
853980455 755335743 90604598
296295559 291898401 264978139
78944185 780132668 259361258
631723789 886678312 828227209
23218952 77425232 990772028
645803362 501897333 440510061
856309225 621764531 359716178
942897301 15085469 351400367
725603096 405277386 65077093
294232217 212829679 575095953
49567959 155950628 265865404
193982711 420928766 972362210
826631730 680290023 268657768
713310041 361033583 200118305
643251624 204321962 831842093
997665309 644832023 707577397
619429839 857064552 205897110
487031659 208464919 62206334
892309045 126058363 5103634
957655075 701154315 583223081
113605703 819536071 729971649
387050820 791898280 632055959
67340843 913072400 826038669
280890777 113190704 505186751
337729091 797549148 71013143
982561113 357642896 714264767
692142016 563540005 564446427
900606934 625746338 36392617
879181648 483366323 523424276
432852315 919105755 268249672
252388385 649077403 78421098
896803016 133649713 192026800
809875415 959688382 579077620
775582470 317391484 498934814
425647970 388404626 632341942
783290865 102669392 970071032
199347222 519632170 805148496
825093559 556024787 497290512
160976234 79449062 250413797
80081988 200215085 129595445
581675743 278636182 414964111
715325455 323179334 667352495
527530188 902256953 416671862
844921671 253708118 79063629
85842649 886050059 854646098
41028392 708637443 132810419
560660562 513785938 768617636
116685348 863592801 967964857
48650761 114006598 645574767
101382197 96118394 806551000
380018378 363598856 739149340
703197711 30951350 173341434
457971015 300139563 741183240
564195484 379203191 121229780
302761895 86365641 966151450
11399337 219176059 51994098
377701626 987793694 93022490
241294427 808274902 506199403
207817376 453849669 622884750
156452121 112917020 524051862
520050976 704582711 625434058
403518677 877924144 5452435
703658239 471623736 561166498
82861430 592853515 871653864
21743422 411521316 435849348
240919480 316031766 738611242
81229526 261570607 602526930
889504427 767770009 980228555
195870447 243171110 74039333
161303819 767222971 281856708
865886529 392657028 290825180
596327025 250625814 810876155
67950760 664308663 66911183
660804274 535962527 623085774
72325589 824328226 558463555
240873706 415455819 580206976
502444312 17982748 821126455
270214320 998211302 754872332
513385429 72250635 496893111
133124751 206623694 692763557
525781778 497448874 854067375
628923944 160841380 572470256
293232606 80268915 168797280
681711484 703354688 89264391
506039709 261818242 750068664
921495527 842025217 674910604
791994626 515668023 915784310
642722280 123056707 270744973
567489266 619949817 540959293
774112959 165229725 906861073
124078184 19297100 39985824
137435916 444283707 418283953
